yr,holiday,workingday,temp,hum,windspeed,cnt,weekend,season_2,season_3,season_4,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weathersit_2,weathersit_3
0,0,0,0.35516959600347203,0.8286200514138817,0.28460620119145374,985,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0.3792320499775338,0.7157706940874036,0.4662145544376673,801,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.17099980237661438,0.4496380462724936,0.46574039733952516,1349,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.17553043686730302,0.6071311053984576,0.28429696830136103,1562,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.20912018218234535,0.44931311053984574,0.3391425136881939,1600,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.1809482583099637,0.5329161953727506,0.13848170361759188,1606,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.17119667813281042,0.5127979434447301,0.3016758567245681,1510,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.1319187187226103,0.5509850899742931,0.5038688126879493,959,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0.098690327643624,0.44644421593830336,0.7000172964263193,822,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.11426594126672852,0.4965727506426735,0.41411499711485716,1321,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.13701630554917993,0.7057727506426734,0.20561987485138783,1263,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.14154694003986856,0.6164987146529562,0.5818429167011119,1162,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.1319187187226103,0.48371928020565547,0.5743656654186715,1406,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.12677253598153654,0.5530344473007712,0.2147236911357155,1421,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.2170649911792185,0.512853470437018,0.27948736608412,1248,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0.21498907339553114,0.4974293059125964,0.3423028738249408,1204,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0.14541716851293757,0.5526992287917737,0.3538145835467899,1000,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0.1962983370478057,0.8860329048843186,0.25642271558840934,683,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.290383765674986,0.7627136246786632,0.3832947857356228,1650,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.25237054609098203,0.5535557840616966,0.3577047333041555,1927,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,0.1474943323457148,0.4700082262210797,0.6820652963801405,1543,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.0,0.41131105398457585,0.30836353336097194,981,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.046591395333247104,0.44886580976863755,0.46221720394506954,986,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.04767495962177924,0.5056442159383033,0.2802439558885467,1416,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.2047851773987629,0.6344030848329049,0.22141961398252175,1985,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.19733629593964935,0.8868894601542416,0.5596255643242551,506,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,1,0.16930019141806119,0.7069408740359897,0.18851929602926415,431,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.17986419560179562,0.815468380462725,0.2080277682889093,1167,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.17119667813281042,0.6701686375321336,0.2535159264215384,1098,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.19611765992977764,0.7425953727506426,0.10635735406320679,1096,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.1516474139621794,0.6208226221079691,0.33974448704757426,1501,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0.16577885669014975,0.8530231362467866,0.06353973116941777,1360,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.25029338225820486,0.7973439588688945,0.49872317739680744,1526,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.1592782185884108,0.4502066838046272,0.5264386905595116,1550,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.1896157757789489,0.6017655526992287,0.21738515554311294,1708,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.2170649911792185,0.9554416452442158,0.2859111639876447,1005,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0.28248256839625757,0.5844041131105397,0.24616649140033642,1623,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.26483103698946564,0.7592113110539845,0.047449931587376946,1712,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.20148937755611396,0.5531280205655527,0.7000172964263193,1530,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.09426685337466227,0.5087742930591259,0.3431398641807916,1605,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.1061853129190619,0.44975938303341895,0.4113690090508344,1538,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.1619372873461472,0.5206827763496144,0.17761986742979846,1746,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.2035665413888912,0.5595547557840617,0.37309010036256524,1472,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.32072256891461404,0.4703249357326478,0.4916623597396918,1589,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.44343099118470114,0.38646066838046267,0.8153776568516835,1913,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.25787808306811183,0.3232370179948586,0.5545211600851258,1815,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.32288944828186034,0.4354529562982005,0.4729187234948759,2115,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.46938993187351213,0.519280205655527,0.42820983224528025,2475,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.5763433094515564,0.531277120822622,0.49999515535138866,2927,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.423702295945132,0.19323084832904883,1.0,1635,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.281715002156911,0.41935835475578404,0.41404902743163735,1812,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0.30428842746860396,0.6221079691516709,0.5884790545225002,1107,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0.15337817614797877,0.5941161953727506,0.357249130179419,1450,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.2026182980315166,0.4350056555269923,0.147857232534681,1917,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.2947175244094787,0.7171115681233933,0.47024901287707604,1807,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,0.38031611268570187,0.7323125964010282,0.6682467092982002,1461,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.27832948677979297,0.5531280205655527,0.3384642628825906,1969,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.3543110681805665,0.699228791773779,0.21204367275491254,2402,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.4338027698674429,0.901145501285347,0.551041259295283,1446,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0.25860079154022386,0.5501285347043702,0.400009854221431,1851,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.3437470639968321,0.46229614395886887,0.5884522543386922,2134,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.1734532730345258,0.3273347043701799,0.41924207843259337,1685,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.25237054609098203,0.627678149100257,0.3730468077579523,1944,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.40501155959740653,0.8114827763496143,0.4730836477029254,2077,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0.3954855143055159,0.9750755784061697,0.6615425402409915,605,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.2524602616254511,0.5668935732647815,0.6575534359587962,1872,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.29078997767827663,0.4327331619537275,0.2025646538972724,2133,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.29494305929474124,0.7973439588688945,0.4076891376587319,1891,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.41114710531581994,0.0,0.49371154302470593,623,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,1,0.32072256891461404,0.6679331619537274,0.43411824199865057,1977,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.33647885965574653,0.6113964010282775,0.40897760803411787,2132,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.40523709448266915,0.5423043701799486,0.5117027125702964,2417,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.33155696575084553,0.5110097686375321,0.2361184840249258,2046,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.3218053855736922,0.6741922879177378,0.33380103089999347,2056,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.3813989293447801,0.798480205655527,0.37257471221241084,2192,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.44343099118470114,0.6199660668380462,0.3858964651176023,2744,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.5991871274157465,0.5400688946015424,0.43009202976964417,3239,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.515078813850982,0.3898889460154241,0.7128339689443595,3117,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.3406319412722112,0.487146529562982,0.38206610038565464,2471,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.4626637588865106,0.7582426735218509,0.5491796772969253,2077,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0.47665938226368737,0.6422447300771208,0.41923383222219085,2703,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.35864607296414897,0.863305912596401,0.43677970640604796,2121,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.28144460950441386,0.8286200514138817,0.456418056479532,1865,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,0.2554856688156029,0.5089974293059125,0.4294900564102639,2210,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.2575615865992903,0.4053131105398457,0.3858799726967974,2496,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.2416246187401298,0.5078796915167095,0.3337824769265879,1693,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.25571120370086553,0.310718766066838,0.39130804069422376,2028,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.30325046857676025,0.32305089974293055,0.4218025267625605,2425,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.30013534585213936,0.6649532133676093,0.3102560386483389,1536,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.26067670932391124,0.9443012853470436,0.4025270099467852,1685,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,1,0.30013534585213936,0.705655526992288,0.48717848283334847,2227,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.3188260821998648,0.6722365038560412,0.36026518163412263,2252,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0.3977421092072312,0.49357326478149094,0.3294800166490989,3249,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.640721681727662,0.4383033419023136,0.7487132304055095,3115,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.4423930322928575,0.6602395886889459,0.7538588656966513,1795,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.41331772283033574,0.48414704370179945,0.4961565444090384,2808,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.47146709570628936,0.6199660668380462,0.2884530583442063,3141,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.34478502288867574,0.8598971722365039,0.421794280552158,1471,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.35309243217069486,0.9023136246786632,0.2281959373807521,2455,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0.45796864591596204,0.8817480719794344,0.2564062231676045,2895,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.6685322513639875,0.7372298200514139,0.622758551165571,3348,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
