yr,holiday,workingday,temp,atemp,hum,windspeed,cnt,season_2,season_3,season_4,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weathersit_2,weathersit_3
0,0,0,-0.8266621329842936,-0.6799460188035075,1.250171330331391,-0.387891690563003,985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,-0.7210947086258755,-0.7406523110229754,0.4791129825868241,0.7496017172737983,801,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,-1.6346566450472237,-1.7497670010486757,-1.3392739765111137,0.7466318617370079,1349,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,-1.614779727488982,-1.6102702540984777,-0.2631815571313336,-0.38982855286960544,1562,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,-1.4674139225886729,-1.504970689160238,-1.3414941434227763,-0.046306654170613734,1600,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,-1.5910105202438678,-1.4807827380118983,-0.7702648694171246,-1.3031340224417987,1606,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,-1.6337929066054742,-1.630429950371643,-0.9077255201344395,-0.2809768912385539,1510,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,-1.8061141924335535,-1.9164913122008886,-0.6468067271015272,0.9854469841410766,959,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,-1.951894654624322,-2.1994455140197107,-1.3610962500162496,2.21401165763432,822,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,-1.883560917144118,-1.9862857404192253,-1.0185863229797507,0.42327915585743536,1321,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,-1.7837499268310326,-1.7371234388718715,0.41080069498526733,-0.8826179733307508,1263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,-1.763873009272791,-1.927427778561689,-0.1991761123046159,1.473833270958546,1162,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,-1.8061141924335535,-1.9863164435813836,-1.1064093811942377,1.4269999403849014,1406,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,-1.8286916592970133,-1.7558585084208902,-0.6328042186998093,-0.8255967470243779,1421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,-1.43255824977477,-1.3892688928827526,-0.9073461245229526,-0.4199532179449606,1248,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,-1.4416657703061317,-1.4745929805207771,-1.012733794380337,-0.026511921397138066,1204,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,-1.7468934421837095,-1.8273477511903669,-0.6350946440580434,0.045591006069978554,1000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,-1.5236662552823768,-1.4861619320220392,1.6424523409192036,-0.5644173211867407,683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,-1.1108922140089543,-1.0803336752455444,0.7998568428754449,0.23023854596606866,1650,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,-1.2776648003536417,-1.3466651850718414,-0.6292421154586302,0.06995673388703602,1927,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,-1.7377804549533495,-1.9436390481812922,-1.200091993852795,2.1015703445283656,1543,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,-2.384871428716292,-2.4272961366497174,-1.6011482844173994,-0.23908901575443356,981,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,-2.1804644464568073,-2.3058989037918605,-1.34455038584864,0.7245645438571188,986,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,-2.1757106050077843,-2.1886687041021333,-0.9566043214142944,-0.41521436150147345,1416,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,-1.486432568404163,-1.4726955250993916,-0.07684210513416428,-0.7836572218787485,1985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,-1.5191124950166959,-1.6626007236811509,1.6483048695186175,1.3346761704368566,506,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,1,-1.6421132224810635,-1.563736541531299,0.4187820545158001,-0.9897264588858604,431,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,-1.5957665483724899,-1.5415258740259565,1.1603107771663281,-0.8675362721700072,1167,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,-1.6337929066054742,-1.610245691568751,0.16753082373113837,-0.5826238268688027,1098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,-1.5244589266371473,-1.375698095208767,0.6623961921581296,-1.5043430263008764,1096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,-1.7195599471916279,-1.7691406963705878,-0.1696324355212624,-0.04253622888042801,1501,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,-1.657562113850588,-1.4726709625696652,1.416908675735087,-1.772528728722263,1360,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,-1.2867777875840016,-1.350552205401087,1.0364732392392442,0.9532175953592136,1526,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,-1.686081882525326,-1.8205500710885103,-1.335388684415705,1.126812107692293,1550,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,-1.5529841620108837,-1.509164741111067,-0.29984241455238947,-0.8089268187722202,1708,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,-1.43255824977477,-1.420303649192402,2.116696855277433,-0.37971813162914114,1005,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,-1.1455565523579123,-1.1217890847917338,-0.4184667757438614,-0.6286565876890515,1623,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,-1.2229978103694783,-1.0481813238333317,0.7759268159731614,-1.8733062570178587,1712,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,-1.5008919872549744,-1.6954776697203005,-0.6321648668360081,2.21401165763432,1530,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,-1.9713014360687005,-2.0268446176303914,-0.9352176502779026,-0.021269480753934165,1605,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,-1.9190124601488479,-1.9945141878776602,-1.3384449268415692,0.4060798185748066,1538,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,-1.6744159468627058,-1.6017531969157544,-0.8538513433033442,-1.0579943989859044,1746,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,-1.491779000024614,-1.4823485992819736,-0.5882533377287649,0.16632208984819122,1472,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,-0.9777890267955132,-0.9225746874435665,-1.1979280336983902,0.9089925726917933,1589,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,-0.43943944282946923,-0.4667125576138423,-1.7709418722469603,2.9365645973200127,1913,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,-1.2535019907806413,-1.3514303158388155,-2.2029259309923783,1.302705029962541,1815,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,-0.9682824372372673,-0.971165511875354,-1.4361955035566216,0.7915928920809367,2115,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,-0.3255517025954614,-0.28060226987485387,-0.8634345954157093,0.5115613397923703,2475,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.14367693923460642,0.2310659274938674,-0.7814640658006359,0.9611845556470384,2927,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,-0.525993688071395,-0.509365390484207,-3.0912104968416423,4.092935956438498,1635,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,-1.1489240389409368,-1.209851894494282,-1.5461640241304735,0.42286595856536013,1812,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,-1.0498893198856263,-1.1684333287426827,-0.16085012969981388,1.5153983360582326,1107,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,-1.7119667022828275,-1.7704732136082595,-0.35210767295699474,0.06710309008864192,1450,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,-1.495939157962409,-1.403975707556597,-1.4392517459824858,-1.244410939788691,1917,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,-1.091879034892462,-1.1370178532222703,0.4882746840197592,0.7748713141672701,1807,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,-0.7163386804972535,-0.7607813041339825,0.59213774558654,2.0150184242539955,1461,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,-1.1637770601196342,-1.1799961396115133,-0.6321648668360081,-0.05055483882976185,1969,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,-0.8304286885942025,-0.7568021743182618,0.36608821958710824,-0.8423828870149315,2402,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,-0.4816806259902322,-0.45585591947465365,1.7457111798454694,1.2809088728055755,1446,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,-1.25033130536156,-1.2924495413326462,-0.6526592557009404,0.334932409845614,1851,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,-0.8767753627027761,-0.9473951237323678,-1.252785828781487,1.5152304746583272,2134,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,-1.623892714719342,-1.6838902963217433,-2.1749279400336,0.4553923329009024,1685,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,-1.2776648003536417,-1.3428027272723224,-0.12279112919198379,0.16605092912526698,1944,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,-0.6079941730476403,-0.5868908749340133,1.1330786032751794,0.792625885311125,2077,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,-0.6497870868905329,-0.6638145774055159,2.2508483331612266,1.9730272494468568,605,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
